capital_sociallicitacoes,atividade_principal_code,tipo,situacao,natureza_juridica,participacoes,vitorias,class
50000,46.32-0-01,MATRIZ,ATIVA,213-5,47,1,NAO
30000,46.49-4-09,MATRIZ,ATIVA,206-2,28,7,NAO
1,82.30-0-01,MATRIZ,ATIVA,213-5,3,1,NAO
10000,95.11-8-00,MATRIZ,ATIVA,213-5,6,6,NAO
40000,69.20-6-01,MATRIZ,ATIVA,213-5,7,7,NAO
40000,47.71-7-01,MATRIZ,ATIVA,206-2,2,2,NAO
20000,47.44-0-02,MATRIZ,ATIVA,213-5,3,3,NAO
50000,47.63-6-02,MATRIZ,ATIVA,213-5,2,3,NAO
418772,47.44-0-99,MATRIZ,ATIVA,230-5,8,8,NAO
50000,47.31-8-00,MATRIZ,ATIVA,213-5,13,13,NAO
200000,47.13-0-01,MATRIZ,ATIVA,206-2,26,27,NAO
1000000,46.44-3-01,MATRIZ,ATIVA,206-2,9,8,NAO
?,45.30-7-03,MATRIZ,ATIVA,206-2,2,1,NAO
70000,47.12-1-00,MATRIZ,ATIVA,213-5,3,2,NAO
?,79.11-2-00,MATRIZ,ATIVA,206-2,3,2,NAO
30000,18.13-0-99,MATRIZ,ATIVA,213-5,2,1,NAO
30000,77.39-0-03,MATRIZ,ATIVA,206-2,14,5,NAO
1,82.30-0-01,MATRIZ,ATIVA,213-5,2,2,NAO
10000,00.00-0-00,MATRIZ,BAIXADA,213-5,2,1,NAO
200000,47.11-3-02,MATRIZ,ATIVA,206-2,4,4,NAO
20000,47.12-1-00,MATRIZ,ATIVA,213-5,2,2,NAO
30000,55.10-8-01,MATRIZ,ATIVA,206-2,2,2,NAO
40000,47.23-7-00,MATRIZ,ATIVA,213-5,2,1,NAO
700000,46.79-6-99,MATRIZ,ATIVA,206-2,2,2,NAO
20000,47.89-0-07,MATRIZ,ATIVA,206-2,160,143,NAO
15000,47.22-9-01,MATRIZ,ATIVA,213-5,4,3,NAO
1,47.24-5-00,MATRIZ,ATIVA,213-5,2,2,NAO
50000,61.10-8-03,MATRIZ,ATIVA,206-2,5,3,NAO
1200000,38.21-1-00,MATRIZ,ATIVA,206-2,4,4,NAO
25000,47.44-0-99,MATRIZ,ATIVA,213-5,2,2,NAO
50000,47.42-3-00,MATRIZ,ATIVA,213-5,62,53,NAO
60000,58.29-8-00,MATRIZ,ATIVA,206-2,4,3,NAO
100000,47.71-7-01,MATRIZ,ATIVA,213-5,3,3,NAO
15000,47.32-6-00,MATRIZ,ATIVA,213-5,2,2,NAO
100000,18.13-0-99,MATRIZ,ATIVA,213-5,6,1,NAO
30000,49.24-8-00,MATRIZ,ATIVA,213-5,2,2,NAO
600000,22.12-9-00,MATRIZ,ATIVA,206-2,24,24,NAO
135033.75,47.11-3-02,MATRIZ,ATIVA,206-2,4,4,NAO
500000,41.20-4-00,MATRIZ,ATIVA,206-2,2,1,NAO
1250000,70.20-4-00,MATRIZ,ATIVA,230-5,3,3,NAO
200000,46.45-1-01,MATRIZ,ATIVA,230-5,55,43,NAO
50000,55.10-8-01,MATRIZ,ATIVA,206-2,2,2,NAO
25000,79.11-2-00,MATRIZ,ATIVA,213-5,2,2,NAO
450000,47.12-1-00,MATRIZ,ATIVA,230-5,2,2,NAO
80000,47.31-8-00,MATRIZ,ATIVA,206-2,3,4,NAO
1,56.11-2-01,MATRIZ,ATIVA,213-5,2,2,NAO
100000,47.89-0-05,MATRIZ,ATIVA,230-5,11,9,NAO
600000,41.20-4-00,MATRIZ,ATIVA,206-2,18,7,NAO
20000,47.71-7-01,MATRIZ,ATIVA,206-2,2,2,NAO
1100000,42.11-1-01,MATRIZ,ATIVA,230-5,6,5,NAO
50000,47.12-1-00,MATRIZ,ATIVA,206-2,3,3,NAO
60000,71.11-1-00,MATRIZ,ATIVA,206-2,2,2,NAO
400000,41.20-4-00,MATRIZ,ATIVA,206-2,7,5,NAO
5000,47.12-1-00,MATRIZ,ATIVA,213-5,4,4,NAO
1,45.20-0-01,MATRIZ,ATIVA,213-5,2,2,NAO
7000000,41.20-4-00,MATRIZ,ATIVA,230-5,5,3,NAO
150000,42.13-8-00,MATRIZ,ATIVA,206-2,3,3,NAO
500000,62.09-1-00,MATRIZ,ATIVA,206-2,2,0,NAO
1,14.12-6-02,MATRIZ,ATIVA,213-5,6,3,NAO
10000,47.23-7-00,MATRIZ,ATIVA,213-5,2,2,NAO
500000,41.20-4-00,MATRIZ,ATIVA,230-5,2,1,NAO
20000,47.11-3-02,MATRIZ,ATIVA,213-5,5,4,NAO
1,61.90-6-01,MATRIZ,ATIVA,213-5,5,3,NAO
150000,46.47-8-01,MATRIZ,ATIVA,213-5,3,1,NAO
20000,31.01-2-00,MATRIZ,ATIVA,213-5,13,7,NAO
10000,47.23-7-00,MATRIZ,ATIVA,213-5,2,2,NAO
10000,10.91-1-01,MATRIZ,ATIVA,206-2,4,4,NAO
8000,47.12-1-00,MATRIZ,ATIVA,213-5,2,2,NAO
100000,41.20-4-00,MATRIZ,ATIVA,230-5,7,7,NAO
50000,45.30-7-03,MATRIZ,ATIVA,206-2,9,9,NAO
2500000,46.44-3-01,MATRIZ,ATIVA,206-2,82,78,NAO
2500000,46.44-3-01,FILIAL,ATIVA,206-2,7,6,NAO
50000,45.30-7-03,MATRIZ,ATIVA,213-5,3,3,NAO
1,18.13-0-99,MATRIZ,ATIVA,213-5,2,2,NAO
60000,77.11-0-00,MATRIZ,ATIVA,213-5,5,5,NAO
100000,95.11-8-00,MATRIZ,ATIVA,230-5,3,3,NAO
100000,47.44-0-99,MATRIZ,ATIVA,206-2,4,2,NAO
60000,47.84-9-00,MATRIZ,ATIVA,206-2,3,3,NAO
10000,47.44-0-99,MATRIZ,ATIVA,213-5,3,3,NAO
85000,85.99-6-04,MATRIZ,ATIVA,230-5,18,18,NAO
5000,45.20-0-06,MATRIZ,ATIVA,213-5,2,2,NAO
20000,47.63-6-02,MATRIZ,ATIVA,213-5,6,4,NAO
700000,41.20-4-00,MATRIZ,ATIVA,230-5,12,1,NAO
1,56.11-2-01,MATRIZ,ATIVA,213-5,2,2,NAO
100000,47.31-8-00,MATRIZ,ATIVA,206-2,3,3,NAO
500000,47.44-0-01,MATRIZ,ATIVA,206-2,6,6,NAO
200000,41.20-4-00,MATRIZ,ATIVA,206-2,2,2,NAO
100000,47.44-0-99,MATRIZ,ATIVA,213-5,6,6,NAO
300000,46.91-5-00,MATRIZ,ATIVA,230-5,2,2,NAO
1,43.21-5-00,MATRIZ,ATIVA,213-5,2,2,NAO
110000,41.20-4-00,MATRIZ,ATIVA,206-2,4,4,NAO
50000,47.44-0-05,MATRIZ,ATIVA,213-5,4,5,NAO
20000,95.11-8-00,MATRIZ,ATIVA,213-5,2,1,NAO
100000,38.11-4-00,MATRIZ,ATIVA,206-2,9,9,NAO
500000,71.12-0-00,MATRIZ,ATIVA,206-2,10,4,NAO
120000,49.23-0-02,MATRIZ,ATIVA,230-5,10,10,NAO
250000,41.20-4-00,MATRIZ,ATIVA,206-2,3,2,NAO
40000,47.55-5-02,MATRIZ,ATIVA,206-2,2,2,NAO
90000,18.13-0-01,MATRIZ,ATIVA,206-2,2,1,NAO
500000,41.10-7-00,MATRIZ,ATIVA,230-5,6,3,NAO
20000,85.99-6-04,MATRIZ,ATIVA,206-2,10,10,NAO
60000,96.03-3-04,MATRIZ,ATIVA,213-5,2,2,NAO
30000,45.30-7-03,MATRIZ,ATIVA,213-5,7,7,NAO
10000,69.20-6-02,MATRIZ,ATIVA,206-2,4,4,NAO
10000,85.99-6-04,MATRIZ,ATIVA,213-5,5,6,NAO
20000,60.22-5-01,MATRIZ,ATIVA,206-2,4,4,NAO
300000,45.30-7-05,MATRIZ,ATIVA,213-5,30,28,NAO
25000,82.30-0-01,MATRIZ,ATIVA,213-5,6,4,SIM
100000,47.31-8-00,MATRIZ,ATIVA,206-2,2,2,NAO
5000,56.11-2-03,MATRIZ,ATIVA,213-5,2,3,SIM
7348000,36.00-6-02,MATRIZ,ATIVA,206-2,2,0,NAO
?,47.71-7-01,MATRIZ,ATIVA,213-5,2,2,SIM
85000,45.30-7-05,MATRIZ,ATIVA,213-5,7,7,NAO
15000,47.89-0-99,MATRIZ,ATIVA,213-5,2,2,NAO
?,46.93-1-00,MATRIZ,ATIVA,213-5,2,3,NAO
?,47.55-5-01,MATRIZ,ATIVA,213-5,3,3,NAO
20000,45.20-0-01,MATRIZ,ATIVA,213-5,3,3,NAO
1000000,61.10-8-03,MATRIZ,ATIVA,206-2,6,4,NAO
405000,86.10-1-01,MATRIZ,ATIVA,206-2,2,2,NAO
40000,62.01-5-01,MATRIZ,ATIVA,206-2,3,3,SIM
110000,61.90-6-01,MATRIZ,ATIVA,230-5,9,8,NAO
100000,18.22-9-99,MATRIZ,ATIVA,230-5,8,6,NAO
20000,18.13-0-01,MATRIZ,ATIVA,213-5,15,15,NAO
?,47.12-1-00,MATRIZ,ATIVA,213-5,20,9,NAO
60000,47.71-7-01,MATRIZ,ATIVA,213-5,2,2,NAO
?,47.81-4-00,MATRIZ,ATIVA,206-2,3,2,NAO
60000,47.81-4-00,MATRIZ,ATIVA,206-2,9,9,NAO
120000,47.44-0-02,MATRIZ,ATIVA,213-5,2,2,NAO
?,86.50-0-99,MATRIZ,ATIVA,401-4,3,3,NAO
100000,46.45-1-01,MATRIZ,ATIVA,213-5,8,7,NAO
3030000,47.74-1-00,MATRIZ,ATIVA,206-2,2,3,NAO
40000,86.50-0-04,MATRIZ,ATIVA,213-5,2,2,NAO
?,45.30-7-03,MATRIZ,ATIVA,213-5,7,8,NAO
20000,47.44-0-99,MATRIZ,ATIVA,206-2,4,4,NAO
500000,46.39-7-01,MATRIZ,ATIVA,206-2,5,0,NAO
50000,22.12-9-00,MATRIZ,ATIVA,206-2,9,9,NAO
100000,46.45-1-03,MATRIZ,ATIVA,213-5,187,176,NAO
?,94.93-6-00,MATRIZ,ATIVA,399-9,2,2,NAO
?,60.10-1-00,MATRIZ,ATIVA,206-2,4,3,NAO
55000,47.23-7-00,MATRIZ,ATIVA,206-2,2,2,NAO
50000,47.44-0-99,MATRIZ,ATIVA,213-5,8,5,NAO
?,46.45-1-01,MATRIZ,ATIVA,206-2,87,81,NAO
10000,47.89-0-99,MATRIZ,ATIVA,213-5,4,4,NAO
25000,47.55-5-01,MATRIZ,ATIVA,213-5,2,2,NAO
15000,32.50-7-06,MATRIZ,ATIVA,213-5,3,2,NAO
15000,32.50-7-06,FILIAL,ATIVA,213-5,15,7,NAO
?,45.30-7-03,MATRIZ,ATIVA,213-5,7,7,NAO
8000,47.12-1-00,MATRIZ,ATIVA,213-5,3,3,NAO
50000,47.12-1-00,MATRIZ,ATIVA,206-2,3,3,NAO
30000,95.11-8-00,MATRIZ,ATIVA,213-5,4,4,NAO
1100000,45.11-1-01,FILIAL,ATIVA,206-2,5,5,NAO
35000,47.12-1-00,MATRIZ,ATIVA,206-2,5,4,NAO
2100000,47.53-9-00,MATRIZ,ATIVA,206-2,2,2,NAO
10000,47.84-9-00,MATRIZ,ATIVA,213-5,3,2,NAO
100000,47.44-0-99,MATRIZ,ATIVA,206-2,5,5,NAO
81000,73.19-0-99,MATRIZ,ATIVA,213-5,4,4,NAO
38183870,20.99-1-99,MATRIZ,ATIVA,205-4,3,3,NAO
990000,41.20-4-00,MATRIZ,ATIVA,206-2,6,3,NAO
300000,46.79-6-99,MATRIZ,ATIVA,206-2,10,8,NAO
80000,47.51-2-01,MATRIZ,ATIVA,213-5,4,2,NAO
?,47.61-0-03,MATRIZ,ATIVA,206-2,27,25,NAO
?,47.44-0-99,MATRIZ,ATIVA,213-5,2,2,NAO
40000,86.40-2-02,MATRIZ,ATIVA,206-2,8,7,NAO
?,47.31-8-00,MATRIZ,ATIVA,206-2,2,2,NAO
?,47.44-0-05,MATRIZ,ATIVA,213-5,3,2,NAO
40000,86.40-2-02,MATRIZ,ATIVA,206-2,5,3,NAO
?,47.71-7-01,MATRIZ,ATIVA,206-2,2,2,NAO
?,47.71-7-01,MATRIZ,ATIVA,213-5,4,4,NAO
?,47.71-7-01,MATRIZ,ATIVA,213-5,4,4,NAO
9000,47.89-0-99,MATRIZ,ATIVA,213-5,3,3,NAO
500000,18.22-9-99,MATRIZ,ATIVA,230-5,18,9,NAO
1,49.29-9-01,MATRIZ,ATIVA,213-5,2,2,NAO
100000,47.61-0-03,MATRIZ,ATIVA,213-5,12,9,NAO
40000,47.31-8-00,MATRIZ,ATIVA,206-2,4,4,NAO
30000,69.20-6-01,MATRIZ,ATIVA,213-5,9,8,NAO
20000,10.91-1-02,MATRIZ,ATIVA,213-5,4,4,NAO
88000,69.20-6-01,MATRIZ,ATIVA,230-5,3,3,NAO
10000,86.30-5-02,MATRIZ,ATIVA,224-0,3,3,NAO
250000,47.89-0-99,MATRIZ,ATIVA,206-2,13,7,NAO
100000,47.57-1-00,MATRIZ,ATIVA,206-2,22,22,NAO
30000,47.61-0-03,MATRIZ,ATIVA,206-2,4,3,NAO
50000,58.29-8-00,MATRIZ,ATIVA,213-5,2,2,NAO
20000,47.12-1-00,MATRIZ,ATIVA,213-5,3,3,NAO
90000,41.10-7-00,MATRIZ,ATIVA,206-2,3,0,NAO
30000,47.51-2-01,MATRIZ,ATIVA,213-5,2,2,NAO
40000,69.20-6-01,MATRIZ,ATIVA,213-5,3,3,NAO
50000,47.13-0-02,MATRIZ,ATIVA,213-5,28,28,NAO
1,49.29-9-01,MATRIZ,ATIVA,213-5,4,4,NAO
5000,47.12-1-00,MATRIZ,ATIVA,213-5,2,2,NAO
1,32.99-0-99,MATRIZ,ATIVA,213-5,6,2,NAO
10000,25.12-8-00,MATRIZ,ATIVA,213-5,2,2,NAO
100000,45.30-7-03,MATRIZ,ATIVA,206-2,8,8,NAO
80000,47.53-9-00,MATRIZ,ATIVA,206-2,5,6,NAO
15000,63.11-9-00,MATRIZ,ATIVA,213-5,8,8,NAO
200000,47.31-8-00,MATRIZ,ATIVA,206-2,5,3,NAO
20000,45.30-7-03,MATRIZ,ATIVA,213-5,8,8,NAO
100000,46.45-1-01,MATRIZ,ATIVA,206-2,15,13,NAO
25000,82.30-0-02,MATRIZ,ATIVA,213-5,3,3,NAO
100000,70.20-4-00,MATRIZ,ATIVA,206-2,3,3,NAO
100000,41.20-4-00,MATRIZ,ATIVA,206-2,6,0,NAO
20000,47.24-5-00,MATRIZ,ATIVA,213-5,4,4,NAO
1,47.89-0-99,MATRIZ,ATIVA,213-5,2,3,NAO
93700,81.29-0-00,MATRIZ,ATIVA,230-5,11,12,SIM
30000,18.13-0-99,MATRIZ,ATIVA,213-5,12,12,NAO
30000,61.10-8-03,MATRIZ,ATIVA,213-5,3,3,NAO
50000,47.52-1-00,MATRIZ,ATIVA,213-5,7,5,NAO
60000,47.31-8-00,MATRIZ,ATIVA,206-2,3,3,NAO
45000,47.71-7-01,MATRIZ,ATIVA,206-2,2,2,NAO
20000,10.94-5-00,MATRIZ,ATIVA,213-5,2,2,NAO
10000,46.37-1-99,MATRIZ,ATIVA,213-5,9,9,NAO
90000,86.40-2-02,MATRIZ,ATIVA,206-2,2,2,NAO
1,82.19-9-99,MATRIZ,ATIVA,213-5,2,0,NAO
60000,47.84-9-00,MATRIZ,ATIVA,206-2,8,6,NAO
20000,46.42-7-02,MATRIZ,ATIVA,213-5,42,20,NAO
1,47.12-1-00,MATRIZ,ATIVA,213-5,27,27,NAO
20000,43.29-1-01,MATRIZ,ATIVA,206-2,2,2,NAO
1,14.13-4-03,MATRIZ,ATIVA,213-5,4,4,NAO
120000,47.22-9-01,MATRIZ,ATIVA,213-5,2,2,NAO
1,56.11-2-02,MATRIZ,ATIVA,213-5,2,2,NAO
1,49.24-8-00,MATRIZ,ATIVA,213-5,2,2,NAO
120000,18.13-0-01,MATRIZ,ATIVA,213-5,7,7,NAO
30000,86.40-2-02,MATRIZ,ATIVA,206-2,2,2,NAO
40000,47.12-1-00,MATRIZ,ATIVA,206-2,10,9,NAO
5000000,45.11-1-01,MATRIZ,ATIVA,206-2,9,3,NAO
10000,45.30-7-03,MATRIZ,ATIVA,213-5,4,4,NAO
150000,47.31-8-00,MATRIZ,ATIVA,206-2,3,2,NAO
50000,46.44-3-01,MATRIZ,ATIVA,206-2,17,15,NAO
30000,47.73-3-00,MATRIZ,ATIVA,206-2,20,16,NAO
150000,77.11-0-00,MATRIZ,ATIVA,206-2,3,1,NAO
500000,46.49-4-08,MATRIZ,ATIVA,206-2,4,4,NAO
1,49.29-9-01,MATRIZ,ATIVA,213-5,2,2,NAO
500000,41.20-4-00,MATRIZ,ATIVA,230-5,2,1,NAO
5000,47.84-9-00,MATRIZ,ATIVA,213-5,2,2,NAO
50000,47.89-0-99,MATRIZ,ATIVA,213-5,9,9,NAO
1,49.29-9-01,MATRIZ,ATIVA,213-5,2,2,NAO
20000,18.13-0-99,MATRIZ,ATIVA,213-5,4,3,NAO
20000,74.90-1-99,MATRIZ,ATIVA,213-5,2,2,NAO
100000,41.20-4-00,MATRIZ,ATIVA,206-2,2,1,NAO
15000,47.51-2-01,MATRIZ,ATIVA,213-5,10,11,NAO
170000,77.11-0-00,MATRIZ,ATIVA,230-5,7,5,NAO
210000,46.51-6-01,MATRIZ,ATIVA,213-5,6,2,NAO
50000,31.01-2-00,MATRIZ,ATIVA,213-5,3,3,NAO
30000,47.61-0-03,MATRIZ,ATIVA,213-5,27,23,NAO
1500000,45.30-7-02,MATRIZ,ATIVA,206-2,4,4,NAO
20000,56.11-2-01,MATRIZ,ATIVA,213-5,4,3,SIM
200000,46.45-1-01,FILIAL,ATIVA,206-2,6,6,NAO
50000,69.20-6-01,MATRIZ,ATIVA,213-5,7,7,NAO
150000,47.44-0-99,MATRIZ,ATIVA,206-2,3,1,NAO
1,47.32-6-00,MATRIZ,ATIVA,213-5,3,3,NAO
15000,47.22-9-01,MATRIZ,ATIVA,213-5,2,3,NAO
80000,47.12-1-00,MATRIZ,ATIVA,213-5,4,4,NAO
200000,47.31-8-00,MATRIZ,ATIVA,230-5,2,3,NAO
30000,18.13-0-01,MATRIZ,ATIVA,206-2,4,4,NAO
9000,82.11-3-00,MATRIZ,ATIVA,206-2,20,22,NAO
1,10.91-1-01,MATRIZ,ATIVA,213-5,3,2,NAO
50000,47.24-5-00,MATRIZ,ATIVA,213-5,3,4,NAO
450000,41.20-4-00,MATRIZ,ATIVA,206-2,11,6,NAO
60000,18.22-9-99,MATRIZ,ATIVA,206-2,20,17,NAO
50000,47.21-1-04,MATRIZ,ATIVA,213-5,2,2,NAO
500000,47.42-3-00,MATRIZ,ATIVA,230-5,46,41,NAO
10000,47.51-2-01,MATRIZ,ATIVA,206-2,2,2,NAO
20000,47.44-0-99,MATRIZ,ATIVA,213-5,12,12,NAO
60000,47.44-0-99,MATRIZ,ATIVA,206-2,2,1,NAO
1,18.13-0-99,MATRIZ,ATIVA,213-5,2,2,NAO
50000,47.61-0-03,MATRIZ,ATIVA,206-2,17,16,NAO
200000,41.20-4-00,MATRIZ,ATIVA,206-2,3,3,NAO
1,47.81-4-00,MATRIZ,ATIVA,213-5,2,2,NAO
100000,47.61-0-03,MATRIZ,ATIVA,206-2,24,4,NAO
10000,18.13-0-99,MATRIZ,ATIVA,213-5,2,2,NAO
30000,47.71-7-01,MATRIZ,ATIVA,206-2,5,5,NAO
150000,45.12-9-02,MATRIZ,ATIVA,206-2,2,1,NAO
2500000,38.11-4-00,MATRIZ,ATIVA,230-5,2,0,NAO
20000,47.53-9-00,MATRIZ,ATIVA,213-5,4,4,NAO
1,85.92-9-99,MATRIZ,ATIVA,213-5,2,2,NAO
50000,47.84-9-00,MATRIZ,ATIVA,206-2,4,3,NAO
100000,86.90-9-99,MATRIZ,ATIVA,206-2,4,3,NAO
40000,18.13-0-99,MATRIZ,ATIVA,213-5,8,7,NAO
15000,14.22-3-00,MATRIZ,ATIVA,213-5,2,2,NAO
20000,47.12-1-00,MATRIZ,ATIVA,213-5,2,2,NAO
200000,32.30-2-00,MATRIZ,ATIVA,206-2,5,4,NAO
50000,45.20-0-01,MATRIZ,ATIVA,206-2,8,8,NAO
80000,90.01-9-02,MATRIZ,ATIVA,206-2,5,5,NAO
30000,47.74-1-00,MATRIZ,ATIVA,213-5,5,4,NAO
150000,77.11-0-00,MATRIZ,ATIVA,213-5,2,2,NAO
20000,56.20-1-02,MATRIZ,ATIVA,213-5,2,1,NAO
1,45.20-0-01,MATRIZ,ATIVA,213-5,2,2,NAO
40000,45.30-7-05,MATRIZ,ATIVA,206-2,8,8,SIM
200000,39.00-5-00,MATRIZ,ATIVA,206-2,3,2,NAO
100000,47.44-0-99,MATRIZ,ATIVA,230-5,4,4,NAO
500000,41.20-4-00,MATRIZ,ATIVA,230-5,2,0,SIM
30000,47.44-0-99,MATRIZ,ATIVA,206-2,5,5,NAO
200000,41.20-4-00,MATRIZ,ATIVA,206-2,3,1,NAO
400000,81.21-4-00,MATRIZ,ATIVA,206-2,2,0,NAO
10000,47.89-0-99,MATRIZ,ATIVA,213-5,7,5,NAO
1,45.20-0-01,MATRIZ,ATIVA,213-5,2,2,NAO
30000,47.29-6-02,MATRIZ,ATIVA,206-2,5,5,NAO
10000,80.20-0-01,MATRIZ,ATIVA,213-5,2,2,NAO
700000,41.20-4-00,MATRIZ,ATIVA,206-2,12,3,NAO
20000,47.11-3-02,MATRIZ,ATIVA,206-2,2,2,NAO
30000,47.51-2-01,MATRIZ,ATIVA,213-5,3,3,NAO
1,56.11-2-01,MATRIZ,ATIVA,213-5,2,2,NAO
50000,47.51-2-01,MATRIZ,ATIVA,213-5,14,10,NAO
15000,47.71-7-01,MATRIZ,ATIVA,213-5,2,2,NAO
50000,32.99-0-04,MATRIZ,ATIVA,213-5,2,2,NAO
40000,17.41-9-02,MATRIZ,ATIVA,213-5,16,17,NAO
1,47.24-5-00,MATRIZ,ATIVA,213-5,2,2,NAO
1,49.24-8-00,MATRIZ,ATIVA,213-5,2,2,NAO
10000,14.12-6-03,MATRIZ,ATIVA,213-5,2,2,SIM
100000,77.39-0-03,MATRIZ,ATIVA,213-5,32,23,NAO
95400,86.40-2-07,MATRIZ,ATIVA,230-5,8,7,NAO
20000,47.54-7-01,MATRIZ,ATIVA,213-5,2,2,NAO
20000,45.30-7-03,MATRIZ,ATIVA,213-5,2,2,NAO
70000,47.51-2-01,MATRIZ,ATIVA,206-2,56,26,NAO
60000,14.12-6-02,MATRIZ,ATIVA,213-5,4,4,NAO
30000,61.10-8-03,MATRIZ,ATIVA,213-5,11,11,NAO
100000,41.20-4-00,MATRIZ,ATIVA,206-2,8,5,NAO
300000,41.10-7-00,MATRIZ,ATIVA,206-2,3,0,NAO
1,56.20-1-01,MATRIZ,ATIVA,213-5,3,3,NAO
1,56.11-2-01,MATRIZ,ATIVA,213-5,2,2,NAO
200000,82.30-0-01,MATRIZ,ATIVA,206-2,4,3,NAO
50000,33.14-7-07,MATRIZ,ATIVA,213-5,14,10,NAO
75000,47.44-0-99,MATRIZ,ATIVA,213-5,3,3,NAO
200000,43.91-6-00,MATRIZ,ATIVA,206-2,31,15,NAO
50000,71.19-7-99,MATRIZ,ATIVA,213-5,16,15,NAO
10000,47.89-0-05,MATRIZ,ATIVA,213-5,2,2,NAO
1,49.29-9-01,MATRIZ,ATIVA,213-5,2,2,NAO
60000,47.42-3-00,MATRIZ,ATIVA,206-2,3,2,NAO
100000,47.12-1-00,MATRIZ,ATIVA,206-2,4,3,NAO
250000,47.12-1-00,MATRIZ,ATIVA,213-5,2,2,NAO
100000,47.31-8-00,MATRIZ,ATIVA,206-2,3,3,NAO
41000,47.51-2-01,MATRIZ,ATIVA,206-2,62,58,NAO
110000,41.20-4-00,MATRIZ,ATIVA,230-5,6,6,NAO
50000,47.51-2-01,MATRIZ,ATIVA,213-5,13,10,NAO
100000,46.39-7-01,MATRIZ,ATIVA,230-5,15,1,NAO
1,47.12-1-00,MATRIZ,ATIVA,213-5,2,2,NAO
50000,77.11-0-00,MATRIZ,ATIVA,213-5,3,2,NAO
30000,47.24-5-00,MATRIZ,ATIVA,213-5,16,15,NAO
150000,47.61-0-03,MATRIZ,ATIVA,213-5,5,5,NAO
30000,47.52-1-00,MATRIZ,ATIVA,206-2,3,2,NAO
6000000,41.20-4-00,MATRIZ,ATIVA,206-2,2,1,NAO
20000,47.12-1-00,MATRIZ,ATIVA,213-5,3,3,NAO
32000,61.10-8-03,MATRIZ,ATIVA,206-2,2,2,NAO
60000,95.11-8-00,MATRIZ,ATIVA,213-5,4,4,NAO
100000,61.10-8-03,MATRIZ,ATIVA,230-5,4,4,NAO
100000,85.41-4-00,MATRIZ,ATIVA,213-5,21,8,NAO
50000,82.11-3-00,MATRIZ,ATIVA,213-5,4,3,NAO
1,47.12-1-00,MATRIZ,ATIVA,213-5,2,2,NAO
8600,47.44-0-05,MATRIZ,ATIVA,213-5,2,2,SIM
5000,42.13-8-00,MATRIZ,ATIVA,213-5,2,2,NAO
40000,71.12-0-00,MATRIZ,ATIVA,213-5,3,3,NAO
200000,77.11-0-00,MATRIZ,ATIVA,206-2,2,2,NAO
650000,49.29-9-01,MATRIZ,ATIVA,206-2,6,2,NAO
25000,18.13-0-01,MATRIZ,ATIVA,213-5,2,2,NAO
60000,77.11-0-00,MATRIZ,ATIVA,213-5,8,7,NAO
1,00.00-0-00,MATRIZ,BAIXADA,213-5,2,2,NAO
120000,47.11-3-02,MATRIZ,ATIVA,206-2,2,1,NAO
600000,46.61-3-00,FILIAL,ATIVA,206-2,4,2,NAO
9000,10.91-1-02,MATRIZ,ATIVA,213-5,2,2,NAO
30000,47.54-7-01,MATRIZ,ATIVA,213-5,5,3,NAO
100000,32.99-0-03,MATRIZ,ATIVA,213-5,3,3,NAO
500000,47.11-3-02,MATRIZ,ATIVA,206-2,3,3,NAO
30000,47.51-2-01,MATRIZ,ATIVA,206-2,16,16,NAO
30000,45.30-7-03,MATRIZ,ATIVA,213-5,2,2,NAO
30000,86.40-2-09,MATRIZ,ATIVA,206-2,2,1,NAO
230000,49.30-2-01,MATRIZ,ATIVA,206-2,37,14,NAO
50000,47.44-0-99,MATRIZ,ATIVA,213-5,3,3,NAO
350000,47.12-1-00,MATRIZ,ATIVA,213-5,7,4,NAO
50000,18.13-0-99,MATRIZ,ATIVA,213-5,6,6,NAO
1,49.23-0-01,MATRIZ,ATIVA,213-5,2,2,NAO
15000,47.44-0-99,MATRIZ,ATIVA,213-5,2,2,NAO
1,45.20-0-01,MATRIZ,ATIVA,213-5,2,1,NAO
65000,47.53-9-00,MATRIZ,ATIVA,213-5,2,1,NAO
4000,69.20-6-01,MATRIZ,ATIVA,213-5,6,5,NAO
50000,18.13-0-99,MATRIZ,ATIVA,213-5,4,3,NAO
1,49.24-8-00,MATRIZ,ATIVA,213-5,2,1,NAO
1,45.20-0-06,MATRIZ,ATIVA,213-5,3,3,NAO
1,82.11-3-00,MATRIZ,ATIVA,213-5,3,3,NAO
10000,82.99-7-07,MATRIZ,ATIVA,213-5,2,1,NAO
150000,90.01-9-02,MATRIZ,ATIVA,206-2,7,4,NAO
50000,33.12-1-03,MATRIZ,ATIVA,206-2,3,0,NAO
200000,41.20-4-00,MATRIZ,ATIVA,206-2,2,1,NAO
70000,47.55-5-02,MATRIZ,ATIVA,206-2,2,2,NAO
60000,47.84-9-00,MATRIZ,ATIVA,213-5,2,1,NAO
50000,45.30-7-03,MATRIZ,ATIVA,206-2,10,10,NAO
5000,47.22-9-01,MATRIZ,ATIVA,213-5,5,4,NAO
20000,47.12-1-00,MATRIZ,ATIVA,213-5,2,2,NAO
100000,47.52-1-00,MATRIZ,ATIVA,206-2,12,10,NAO
1,77.33-1-00,MATRIZ,ATIVA,213-5,2,1,NAO
